,L,R,F,M,C
9243,2014/03/31,87,15,28909,0.802079283
9244,2014/03/31,22,18,37386,0.62
9245,2014/03/31,38,28,31167,0.743696217
9246,2014/03/31,4,15,17740,1.305845547
9247,2014/03/31,293,19,31189,0.742661195
9248,2014/03/31,5,10,15592,1.4855291169999998
9249,2014/03/31,24,20,40397,0.573299255
9250,2014/03/31,13,25,39250,0.590050446
9251,2014/03/31,4,14,29078,0.796428571
9252,2014/03/31,11,22,31062,0.745196703
9253,2014/03/31,17,17,38270,0.604832245
9254,2014/03/31,38,16,29591,0.782214863
9255,2014/03/31,133,29,40399,0.5729003189999999
9256,2014/03/31,2,19,37942,0.609935428
9257,2014/03/31,15,20,34463,0.671465049
9258,2014/03/31,89,16,41111,0.562835008
9259,2014/03/31,59,27,35562,0.650613576
9260,2014/03/31,8,30,29663,0.7799615679999999
9261,2014/03/31,8,36,28781,0.8038501090000001
9262,2014/03/31,11,28,37287,0.620466651
9263,2014/03/31,6,25,23797,0.972134723
9264,2014/03/31,47,23,31900,0.725163323
9265,2014/03/31,3,36,31103,0.743672958
9266,2014/03/31,105,17,35692,0.648055026
9267,2014/03/31,20,24,34914,0.662436272
9268,2014/03/31,18,28,36402,0.635332125
9269,2014/03/31,65,18,31833,0.726503
9270,2014/03/31,85,12,38128,0.6065500420000001
9271,2014/03/31,27,22,36550,0.632715732
9272,2014/03/31,75,27,26486,0.873074832
9273,2014/03/31,1,33,27417,0.843346099
9274,2014/03/31,87,13,35868,0.644594067
9275,2014/03/31,22,20,36507,0.633292793
9276,2014/03/31,94,21,26618,0.86847096
9277,2014/03/31,81,11,31207,0.7407604059999999
9278,2014/03/31,85,4,30416,0.76
9279,2014/03/31,62,25,26571,0.869704941
9280,2014/03/31,10,11,33290,0.694158907
9281,2014/03/31,125,14,40343,0.5727630570000001
9282,2014/03/31,46,20,36410,0.634627026
9283,2014/03/31,65,18,30889,0.748036842
9284,2014/03/31,28,15,26398,0.8752098640000001
9285,2014/03/31,137,4,30398,0.76
9286,2014/03/31,6,23,25768,0.896492937
9287,2014/03/31,1,28,30896,0.747676722
9288,2014/03/31,6,25,34126,0.6768586999999999
9289,2014/03/31,235,16,31055,0.743774915
9290,2014/03/31,15,20,33004,0.699763362
9291,2014/03/31,3,27,35070,0.658500998
9292,2014/03/31,125,11,33232,0.694824868
9293,2014/03/31,199,11,27628,0.83568626
9294,2014/03/31,69,18,27540,0.838333333
9295,2014/03/31,49,17,27715,0.832904203
9296,2014/03/31,29,21,28751,0.8028677259999999
9297,2014/03/31,23,26,30898,0.7470723020000001
9298,2014/03/31,391,7,32656,0.706845603
9299,2014/03/31,57,14,25050,0.921412375
9300,2014/03/31,114,21,29021,0.7952727340000001
9301,2014/03/31,4,27,38976,0.592146449
9302,2014/03/31,18,11,27292,0.8454213690000001
9303,2014/03/31,77,19,28889,0.7986596970000001
9304,2014/03/31,165,22,34105,0.67644275
9305,2014/03/31,65,32,27389,0.842284129
9306,2014/03/31,65,11,29797,0.7741873340000001
9307,2014/03/31,2,22,40620,0.567845889
9308,2014/03/31,8,22,40435,0.5704120189999999
9309,2014/03/31,10,37,31939,0.7221343809999999
9310,2014/03/31,28,25,33597,0.686427062
9311,2014/03/31,71,16,16935,1.361757898
9312,2014/03/31,65,36,35605,0.647678135
9313,2014/03/31,24,35,27361,0.842767443
9314,2014/03/31,5,22,29046,0.793843214
9315,2014/03/31,141,34,24847,0.927991307
9316,2014/03/31,120,15,25407,0.907358208
9317,2014/03/31,40,15,38154,0.6041631279999999
9318,2014/03/31,3,23,30570,0.753984298
9319,2014/03/31,186,18,31546,0.7306495279999999
9320,2014/03/31,45,33,30500,0.7556960659999999
9321,2014/03/31,5,29,30900,0.7459097090000001
9322,2014/03/31,3,29,29542,0.78018076
9323,2014/03/31,71,24,32708,0.7046429009999999
9324,2014/03/31,27,29,38330,0.60127472
9325,2014/03/31,23,17,30682,0.75111303
9326,2014/03/31,45,18,32842,0.701636928
9327,2014/03/31,29,30,36402,0.632960277
9328,2014/03/31,29,11,38114,0.6044532189999999
9329,2014/03/31,47,12,29169,0.789715451
9330,2014/03/31,6,30,28084,0.8201645059999999
9331,2014/03/31,9,18,32917,0.6997141290000001
9332,2014/03/31,229,21,26687,0.8630216959999999
9333,2014/03/31,117,32,36052,0.638760956
9334,2014/03/31,30,25,25589,0.899874946
9335,2014/03/31,73,18,35095,0.656116826
9336,2014/03/31,2,24,38585,0.5965761310000001
9337,2014/03/31,225,22,33527,0.686509679
9338,2014/03/31,25,15,18127,1.269697689
9339,2014/03/31,10,21,36499,0.6305082329999999
9340,2014/03/31,11,20,26025,0.884207877
9341,2014/03/31,77,19,28763,0.7999874840000001
9342,2014/03/31,150,3,30408,0.7566666670000001
9343,2014/03/31,8,29,28736,0.800534869
9344,2014/03/31,394,6,31112,0.7393770890000001
9345,2014/03/31,16,39,26023,0.883931138
9346,2014/03/31,102,32,27281,0.843159708
9347,2014/03/31,134,23,29032,0.792281276
9348,2014/03/31,434,25,27521,0.8357218120000001
9349,2014/03/31,85,12,33864,0.6791666670000001
9350,2014/03/31,45,20,37906,0.6067013139999999
9351,2014/03/31,184,19,32486,0.707871083
9352,2014/03/31,58,8,34237,0.671663405
9353,2014/03/31,151,16,24372,0.943487198
9354,2014/03/31,75,17,33439,0.687647059
9355,2014/03/31,37,14,33747,0.6813334520000001
9356,2014/03/31,9,31,31835,0.7222041779999999
9357,2014/03/31,24,23,31174,0.737483801
9358,2014/03/31,38,22,33276,0.6908582759999999
9359,2014/03/31,10,19,31964,0.7191890879999999
9360,2014/03/31,9,20,29928,0.768059342
9361,2014/03/31,101,15,19590,1.173301174
9362,2014/03/31,116,6,31494,0.729725662
9363,2014/03/31,2,24,32331,0.710830782
9364,2014/03/31,3,10,30866,0.744427525
9365,2014/03/31,102,14,36151,0.635594036
9366,2014/03/31,14,34,32218,0.71315631
9367,2014/03/31,28,11,33372,0.68845679
9368,2014/03/31,58,23,38135,0.6024604689999999
9369,2014/03/31,15,24,33081,0.694485052
9370,2014/03/31,115,8,36199,0.634629133
9371,2014/03/31,2,50,28808,0.797400722
9372,2014/03/31,178,17,27398,0.83814512
9373,2014/03/31,105,17,25352,0.905706059
9374,2014/03/31,32,20,31705,0.724157388
9375,2014/03/31,1,33,35640,0.644182379
9376,2014/03/31,21,37,31378,0.731654025
9377,2014/03/31,3,24,31248,0.73468798
9378,2014/03/31,20,18,26761,0.8578341620000001
9379,2014/03/31,1,66,26898,0.853386869
9380,2014/03/31,39,23,31249,0.7344910240000001
9381,2014/03/31,3,22,30290,0.757667877
9382,2014/03/31,39,24,31978,0.717660579
9383,2014/03/31,21,16,32649,0.702877577
9384,2014/03/31,17,28,29854,0.768641053
9385,2014/03/31,101,28,35043,0.654742745
9386,2014/03/31,122,23,35426,0.647658217
9387,2014/03/31,27,19,28862,0.7949338229999999
9388,2014/03/31,183,15,29234,0.7848074159999999
9389,2014/03/31,41,26,34256,0.669720925
9390,2014/03/31,10,42,40875,0.56123792
9391,2014/03/31,77,21,36797,0.623435878
9392,2014/03/31,12,17,16675,1.3757349330000002
9393,2014/03/31,96,31,30775,0.745372543
9394,2014/03/31,57,14,22388,1.024568966
9395,2014/03/31,5,26,29726,0.7715575590000001
9396,2014/03/31,12,26,33170,0.691440458
9397,2014/03/31,65,36,40678,0.563805005
9398,2014/03/31,375,7,22610,1.014285714
9399,2014/03/31,204,13,25960,0.8832704159999999
9400,2014/03/31,39,10,30334,0.755868333
9401,2014/03/31,117,19,27755,0.82606089
9402,2014/03/31,27,20,39397,0.58189253
9403,2014/03/31,427,11,17064,1.343448195
9404,2014/03/31,13,25,33362,0.68712847
9405,2014/03/31,279,31,27825,0.823756334
9406,2014/03/31,35,21,25767,0.889502076
9407,2014/03/31,1,16,37421,0.61247134
9408,2014/03/31,37,23,35104,0.652877735
9409,2014/03/31,252,17,29251,0.7834162929999999
9410,2014/03/31,79,19,31884,0.71871942
9411,2014/03/31,2,37,42983,0.533012354
9412,2014/03/31,6,29,34898,0.656441916
9413,2014/03/31,64,20,27339,0.837893485
9414,2014/03/31,1,27,28920,0.7919488240000001
9415,2014/03/31,118,26,29587,0.7740304859999999
9416,2014/03/31,225,23,32823,0.6977153220000001
9417,2014/03/31,7,28,24609,0.930551831
9418,2014/03/31,40,21,27083,0.845238341
9419,2014/03/31,44,35,41017,0.5580734820000001
9420,2014/03/31,21,25,34315,0.667055515
9421,2014/03/31,23,31,34968,0.654422043
9422,2014/03/31,77,5,35350,0.647348515
9423,2014/03/31,17,31,29149,0.785038252
9424,2014/03/31,42,31,34673,0.659928186
9425,2014/03/31,13,10,15780,1.450009506
9426,2014/03/31,11,14,32697,0.6996904909999999
9427,2014/03/31,102,12,29640,0.7716666670000001
9428,2014/03/31,193,8,28613,0.79929927
9429,2014/03/31,74,5,37991,0.601983364
9430,2014/03/31,145,22,34798,0.657191218
9431,2014/03/31,77,16,32688,0.699553353
9432,2014/03/31,11,33,28454,0.80360336
9433,2014/03/31,8,22,33292,0.6867511709999999
9434,2014/03/31,103,21,41557,0.5501446210000001
9435,2014/03/31,110,15,38086,0.600263614
9436,2014/03/31,7,22,28238,0.8094723420000001
9437,2014/03/31,49,24,28592,0.7994341070000001
9438,2014/03/31,44,6,35389,0.645842211
9439,2014/03/31,29,20,30187,0.7570351479999999
9440,2014/03/31,131,21,28209,0.8100960690000001
9441,2014/03/31,49,31,36049,0.633907737
9442,2014/03/31,27,18,32609,0.7006906070000001
9443,2014/03/31,18,20,34428,0.663567445
9444,2014/03/31,63,17,32638,0.6999574120000001
9445,2014/03/31,422,6,34322,0.665542509
9446,2014/03/31,21,22,25204,0.906262498
9447,2014/03/31,11,9,21454,1.064647618
9448,2014/03/31,23,24,31684,0.7208875140000001
9449,2014/03/31,21,11,23080,0.989615251
9450,2014/03/31,36,22,26152,0.873344295
9451,2014/03/31,74,18,27416,0.833057704
9452,2014/03/31,16,14,28393,0.804366569
9453,2014/03/31,60,26,34260,0.666537653
9454,2014/03/31,36,24,29468,0.774826592
9455,2014/03/31,115,21,33066,0.6905132159999999
9456,2014/03/31,64,34,26424,0.8640459429999999
9457,2014/03/31,67,30,29438,0.775537061
9458,2014/03/31,94,22,26520,0.860838235
9459,2014/03/31,19,34,33478,0.681911405
9460,2014/03/31,32,11,21333,1.0700740640000002
9461,2014/03/31,61,20,32370,0.7052072909999999
9462,2014/03/31,83,13,24617,0.92726896
9463,2014/03/31,171,22,32118,0.71056884
9464,2014/03/31,10,16,27864,0.8188971429999999
9465,2014/03/31,91,10,26920,0.84760104
9466,2014/03/31,25,26,29380,0.776538462
9467,2014/03/31,339,4,30416,0.75
9468,2014/03/31,285,4,30412,0.749993424
9469,2014/03/31,123,17,21161,1.077853599
9470,2014/03/31,13,36,36363,0.627204301
9471,2014/03/31,102,23,35004,0.651529825
9472,2014/03/31,20,20,34795,0.655439
9473,2014/03/31,346,3,30408,0.75
9474,2014/03/31,66,29,29009,0.786050536
9475,2014/03/31,8,20,34711,0.656714874
9476,2014/03/31,11,26,41292,0.552043979
9477,2014/03/31,37,14,32190,0.7081189809999999
9478,2014/03/31,18,20,33688,0.6766252079999999
9479,2014/03/31,7,30,28502,0.799735457
9480,2014/03/31,9,12,33516,0.68
9481,2014/03/31,3,22,34944,0.652194368
9482,2014/03/31,43,16,30109,0.75688266
9483,2014/03/31,68,12,15949,1.428766694
9484,2014/03/31,122,18,28828,0.790453726
9485,2014/03/31,75,28,35422,0.6432725420000001
9486,2014/03/31,12,18,32275,0.705856235
9487,2014/03/31,6,28,37916,0.6008289379999999
9488,2014/03/31,75,19,24238,0.93988778
9489,2014/03/31,18,14,28279,0.8055154
9490,2014/03/31,136,13,21697,1.049875559
9491,2014/03/31,3,27,26544,0.8581656870000001
9492,2014/03/31,245,4,30367,0.75
9493,2014/03/31,424,20,34569,0.658783882
9494,2014/03/31,211,15,29479,0.772468198
9495,2014/03/31,68,35,30224,0.7533480020000001
9496,2014/03/31,58,5,37456,0.607831055
9497,2014/03/31,410,15,22935,0.99264443
9498,2014/03/31,95,35,24751,0.919712335
9499,2014/03/31,13,23,34933,0.651583889
9500,2014/03/31,12,15,30579,0.74433402
9501,2014/03/31,4,14,28140,0.8088436390000001
9502,2014/03/31,71,25,34258,0.664368031
9503,2014/03/31,100,22,40820,0.55755267
9504,2014/03/31,165,28,32155,0.707766133
9505,2014/03/31,27,25,32312,0.7043244000000001
9506,2014/03/31,256,22,28688,0.793231665
9507,2014/03/31,11,20,31547,0.721321203
9508,2014/03/31,6,32,23864,0.953540898
9509,2014/03/31,21,19,34737,0.65503872
9510,2014/03/31,5,26,35688,0.637525779
9511,2014/03/31,155,6,16114,1.4119175869999998
9512,2014/03/31,27,32,32301,0.704321228
9513,2014/03/31,77,25,32464,0.700760535
9514,2014/03/31,18,21,31755,0.716399937
9515,2014/03/31,119,30,41890,0.5430124129999999
9516,2014/03/31,7,26,39002,0.583153684
9517,2014/03/31,192,18,35698,0.6370796679999999
9518,2014/03/31,295,12,31737,0.716535589
9519,2014/03/31,15,22,38053,0.597260137
9520,2014/03/31,371,24,37704,0.602749045
9521,2014/03/31,81,17,29826,0.7618805740000001
9522,2014/03/31,1,25,40129,0.566146179
9523,2014/03/31,17,28,27247,0.833800051
9524,2014/03/31,27,32,38096,0.596300136
9525,2014/03/31,2,15,20074,1.131556242
9526,2014/03/31,15,27,31721,0.7160508809999999
9527,2014/03/31,35,15,37068,0.612760602
9528,2014/03/31,154,4,25560,0.888629108
9529,2014/03/31,31,29,40298,0.5635756120000001
9530,2014/03/31,10,17,31633,0.717887333
9531,2014/03/31,4,18,32594,0.696685893
9532,2014/03/31,9,14,34563,0.656975089
9533,2014/03/31,5,29,28805,0.7882346809999999
9534,2014/03/31,67,15,32603,0.696331012
9535,2014/03/31,43,52,31731,0.715457439
9536,2014/03/31,45,26,36103,0.628785419
9537,2014/03/31,13,28,37226,0.609799065
9538,2014/03/31,10,26,37361,0.60757287
9539,2014/03/31,4,20,31968,0.709995308
9540,2014/03/31,136,24,32803,0.6919010459999999
9541,2014/03/31,19,34,34586,0.656226219
9542,2014/03/31,5,25,41765,0.543361188
9543,2014/03/31,6,20,33480,0.677678315
9544,2014/03/31,72,18,28283,0.8021436909999999
9545,2014/03/31,186,23,38658,0.586852398
9546,2014/03/31,99,28,33579,0.675591292
9547,2014/03/31,7,13,34590,0.6558386820000001
9548,2014/03/31,4,40,27341,0.829696427
9549,2014/03/31,8,28,35066,0.6468958539999999
9550,2014/03/31,114,11,31009,0.7315166559999999
9551,2014/03/31,146,25,34369,0.659944718
9552,2014/03/31,136,10,18366,1.234939562
9553,2014/03/31,49,21,29883,0.7589555929999999
9554,2014/03/31,10,19,30397,0.746093364
9555,2014/03/31,9,27,29680,0.7640785040000001
9556,2014/03/31,10,28,36141,0.627451371
9557,2014/03/31,25,22,28767,0.7882316540000001
9558,2014/03/31,25,35,32012,0.708327502
9559,2014/03/31,17,22,36183,0.62663516
9560,2014/03/31,13,20,28920,0.784
9561,2014/03/31,105,30,29516,0.768147445
9562,2014/03/31,60,23,40276,0.562911163
9563,2014/03/31,16,32,31050,0.730067633
9564,2014/03/31,87,32,29728,0.7625
9565,2014/03/31,8,20,32306,0.701623228
9566,2014/03/31,20,18,26686,0.84934535
9567,2014/03/31,52,15,15985,1.417831092
9568,2014/03/31,199,8,29192,0.77625
9569,2014/03/31,60,26,33832,0.669767084
9570,2014/03/31,102,20,29316,0.772893301
9571,2014/03/31,32,27,33762,0.6709371479999999
9572,2014/03/31,48,19,31697,0.7146405020000001
9573,2014/03/31,6,17,34032,0.665551246
9574,2014/03/31,108,11,51504,0.439749146
9575,2014/03/31,17,19,34963,0.647755627
9576,2014/03/31,255,12,17407,1.300923192
9577,2014/03/31,49,20,27222,0.831863199
9578,2014/03/31,7,18,30730,0.7368161409999999
9579,2014/03/31,42,25,26009,0.870387558
9580,2014/03/31,4,18,30590,0.739998039
9581,2014/03/31,14,25,32176,0.7033419320000001
9582,2014/03/31,492,3,36696,0.6166666670000001
9583,2014/03/31,6,24,36200,0.62508011
9584,2014/03/31,14,26,32295,0.700614337
9585,2014/03/31,452,16,31098,0.727548395
9586,2014/03/31,32,15,40338,0.560874114
9587,2014/03/31,31,11,29073,0.778181818
9588,2014/03/31,80,6,33504,0.675255492
9589,2014/03/31,5,17,29748,0.760507261
9590,2014/03/31,14,28,46278,0.488758157
9591,2014/03/31,16,20,29149,0.7758496
9592,2014/03/31,47,21,33988,0.665343356
9593,2014/03/31,48,24,23369,0.967589542
9594,2014/03/31,129,15,37309,0.605935297
9595,2014/03/31,123,24,28451,0.794548522
9596,2014/03/31,24,29,29347,0.770270215
9597,2014/03/31,70,17,29833,0.757698522
9598,2014/03/31,11,21,24598,0.918732417
9599,2014/03/31,95,12,29424,0.767902732
9600,2014/03/31,26,23,35357,0.6390225420000001
9601,2014/03/31,18,20,16098,1.403476208
9602,2014/03/31,113,21,30300,0.7456435640000001
9603,2014/03/31,5,13,21418,1.054845924
9604,2014/03/31,19,15,30521,0.740227057
9605,2014/03/31,55,22,37159,0.607983799
9606,2014/03/31,27,14,24257,0.931238818
9607,2014/03/31,122,6,38052,0.59358562
9608,2014/03/31,72,20,33272,0.678850084
9609,2014/03/31,13,23,31227,0.723195312
9610,2014/03/31,8,27,33146,0.681210402
9611,2014/03/31,97,31,32632,0.691765445
9612,2014/03/31,25,34,44622,0.505848685
9613,2014/03/31,89,26,30939,0.72954685
9614,2014/03/31,119,17,29551,0.76374742
9615,2014/03/31,14,21,28817,0.783189437
9616,2014/03/31,362,24,28072,0.8039238390000001
9617,2014/03/31,9,27,36625,0.616121775
9618,2014/03/31,130,9,33309,0.67745174
9619,2014/03/31,60,19,31436,0.717689592
9620,2014/03/31,9,11,32950,0.6846166920000001
9621,2014/03/31,16,20,39469,0.5714588660000001
9622,2014/03/31,1,28,32576,0.692344057
9623,2014/03/31,164,14,29664,0.760242381
9624,2014/03/31,33,24,26781,0.842012247
9625,2014/03/31,23,46,31839,0.708235811
9626,2014/03/31,48,25,35261,0.639311704
9627,2014/03/31,23,15,29615,0.7611841970000001
9628,2014/03/31,85,14,42692,0.528018364
9629,2014/03/31,35,20,28471,0.791666257
9630,2014/03/31,379,9,17783,1.267393016
9631,2014/03/31,63,23,33959,0.663626432
9632,2014/03/31,152,31,30820,0.731061648
9633,2014/03/31,11,15,38566,0.584218742
9634,2014/03/31,104,14,29002,0.77684539
9635,2014/03/31,214,38,30657,0.734821085
9636,2014/03/31,13,22,29328,0.76806533
9637,2014/03/31,22,29,37851,0.595099997
9638,2014/03/31,12,27,27363,0.8231725320000001
9639,2014/03/31,18,26,25444,0.885239742
9640,2014/03/31,4,27,25423,0.8859627109999999
9641,2014/03/31,98,29,37256,0.604486526
9642,2014/03/31,3,13,38208,0.589424728
9643,2014/03/31,20,8,35135,0.640971396
9644,2014/03/31,22,13,15583,1.445129308
9645,2014/03/31,29,19,33181,0.678654049
9646,2014/03/31,1,41,26039,0.864586582
9647,2014/03/31,34,20,31661,0.711044503
9648,2014/03/31,81,21,29400,0.7657142859999999
9649,2014/03/31,28,38,28728,0.783417224
9650,2014/03/31,373,12,29522,0.762278978
9651,2014/03/31,32,22,34556,0.651216287
9652,2014/03/31,182,15,31212,0.720902858
9653,2014/03/31,18,23,37277,0.603602489
9654,2014/03/31,116,21,40399,0.556932845
9655,2014/03/31,233,11,30240,0.74401918
9656,2014/03/31,113,26,28463,0.790433545
9657,2014/03/31,3,37,29818,0.7542870079999999
9658,2014/03/31,80,15,27421,0.820061996
9659,2014/03/31,13,14,29772,0.755283824
9660,2014/03/31,14,30,33972,0.66182827
9661,2014/03/31,43,20,33689,0.667196414
9662,2014/03/31,132,10,27389,0.8205987809999999
9663,2014/03/31,127,16,22825,0.984626068
9664,2014/03/31,70,16,28087,0.8001335140000001
9665,2014/03/31,4,29,30034,0.748247653
9666,2014/03/31,12,23,31283,0.718334878
9667,2014/03/31,4,23,32780,0.6853447220000001
9668,2014/03/31,60,15,40898,0.54930559
9669,2014/03/31,42,22,31081,0.7226434159999999
9670,2014/03/31,7,27,29490,0.761616141
9671,2014/03/31,139,8,37053,0.60612636
9672,2014/03/31,34,17,26073,0.861355425
9673,2014/03/31,25,15,23942,0.937949628
9674,2014/03/31,83,15,42917,0.523243703
9675,2014/03/31,8,16,29119,0.7711216040000001
9676,2014/03/31,9,34,37026,0.606371199
9677,2014/03/31,159,15,28617,0.784544502
9678,2014/03/31,20,22,32032,0.700869755
9679,2014/03/31,9,65,31213,0.719235895
9680,2014/03/31,1,23,39810,0.5638836979999999
9681,2014/03/31,10,27,28148,0.7974385390000001
9682,2014/03/31,4,34,25804,0.869863975
9683,2014/03/31,74,19,37373,0.6005263160000001
9684,2014/03/31,236,11,17817,1.259638547
9685,2014/03/31,127,16,42394,0.529388829
9686,2014/03/31,3,20,28075,0.7993613540000001
9687,2014/03/31,5,33,31112,0.721263821
9688,2014/03/31,10,23,35372,0.63431867
9689,2014/03/31,11,35,36140,0.620830105
9690,2014/03/31,137,14,24835,0.903400443
9691,2014/03/31,135,22,32516,0.68994618
9692,2014/03/31,25,24,34130,0.657291532
9693,2014/03/31,54,11,25244,0.88859531
9694,2014/03/31,54,5,33324,0.6731124709999999
9695,2014/03/31,9,16,24478,0.916346515
9696,2014/03/31,33,18,30896,0.725940898
9697,2014/03/31,27,22,35528,0.6312733620000001
9698,2014/03/31,76,22,35173,0.637606687
9699,2014/03/31,95,18,27123,0.8267654759999999
9700,2014/03/31,146,15,29505,0.76
9701,2014/03/31,169,5,26244,0.8543278459999999
9702,2014/03/31,4,19,27172,0.825103415
9703,2014/03/31,1,35,31517,0.711262811
9704,2014/03/31,15,28,36712,0.61059599
9705,2014/03/31,7,14,26551,0.844258597
9706,2014/03/31,46,23,32762,0.684132837
9707,2014/03/31,28,26,34784,0.644329577
9708,2014/03/31,63,28,39049,0.57384901
9709,2014/03/31,104,13,25064,0.894018513
9710,2014/03/31,262,14,32508,0.689285714
9711,2014/03/31,135,22,33282,0.6732492040000001
9712,2014/03/31,14,26,34049,0.658048107
9713,2014/03/31,208,16,23666,0.946752725
9714,2014/03/31,240,11,20881,1.072649777
9715,2014/03/31,4,17,24645,0.908820045
9716,2014/03/31,14,21,31746,0.70549014
9717,2014/03/31,55,12,26946,0.8311433979999999
9718,2014/03/31,31,19,41619,0.538094861
9719,2014/03/31,1,20,27898,0.802709155
9720,2014/03/31,5,33,28420,0.787933146
9721,2014/03/31,16,25,34050,0.657565639
9722,2014/03/31,233,9,35841,0.624704947
9723,2014/03/31,3,15,24338,0.919876325
9724,2014/03/31,4,23,31772,0.70460846
9725,2014/03/31,61,16,24211,0.924641279
9726,2014/03/31,66,9,18048,1.240382868
9727,2014/03/31,6,24,25178,0.889056319
9728,2014/03/31,42,3,36696,0.61
9729,2014/03/31,103,9,29070,0.77
9730,2014/03/31,87,30,33674,0.664619588
9731,2014/03/31,64,30,38134,0.58686474
9732,2014/03/31,27,16,31542,0.7094978120000001
9733,2014/03/31,8,23,30339,0.73761561
9734,2014/03/31,23,16,31340,0.713931078
9735,2014/03/31,57,23,32006,0.699057052
9736,2014/03/31,13,30,29305,0.763464255
9737,2014/03/31,10,28,32374,0.691015321
9738,2014/03/31,30,23,26375,0.8481728909999999
9739,2014/03/31,78,20,28750,0.77808
9740,2014/03/31,32,26,31356,0.713193647
9741,2014/03/31,7,19,30733,0.727587935
9742,2014/03/31,7,21,32290,0.6924372870000001
9743,2014/03/31,30,22,36856,0.606577762
9744,2014/03/31,2,28,28912,0.773137106
9745,2014/03/31,6,16,29397,0.7603809909999999
9746,2014/03/31,19,20,27273,0.819461005
9747,2014/03/31,6,18,27779,0.804530401
9748,2014/03/31,28,15,32678,0.6838805920000001
9749,2014/03/31,158,17,25295,0.8833425579999999
9750,2014/03/31,34,25,27576,0.81024369
9751,2014/03/31,5,23,30881,0.72343836
9752,2014/03/31,14,26,44699,0.499740934
9753,2014/03/31,132,10,15305,1.459478602
9754,2014/03/31,21,21,47552,0.469742177
9755,2014/03/31,104,20,16336,1.367110676
9756,2014/03/31,296,27,25472,0.8766677140000001
9757,2014/03/31,18,31,33366,0.669062818
9758,2014/03/31,318,7,27096,0.823839312
9759,2014/03/31,79,24,35245,0.6333465739999999
9760,2014/03/31,21,20,27611,0.808391583
9761,2014/03/31,1,21,29511,0.75630714
9762,2014/03/31,95,17,32168,0.693744404
9763,2014/03/31,130,22,23534,0.948245517
9764,2014/03/31,94,21,31624,0.705661207
9765,2014/03/31,61,12,31042,0.718833194
9766,2014/03/31,411,15,38138,0.584911374
9767,2014/03/31,122,10,26430,0.8440000000000001
9768,2014/03/31,47,22,27123,0.8223540909999999
9769,2014/03/31,191,9,26474,0.8425096320000001
9770,2014/03/31,6,16,36324,0.614005891
9771,2014/03/31,72,22,34618,0.644230747
9772,2014/03/31,5,23,24445,0.912187359
9773,2014/03/31,130,31,32263,0.6911269879999999
9774,2014/03/31,32,25,31166,0.7152878140000001
9775,2014/03/31,13,29,27773,0.802654377
9776,2014/03/31,99,16,32190,0.692503573
9777,2014/03/31,1,19,29378,0.7587439579999999
9778,2014/03/31,43,19,32539,0.684901503
9779,2014/03/31,81,26,31794,0.7008130459999999
9780,2014/03/31,26,28,29292,0.7606708320000001
9781,2014/03/31,33,13,15142,1.471499802
9782,2014/03/31,322,19,24111,0.924051263
9783,2014/03/31,15,27,33662,0.661850455
9784,2014/03/31,9,9,17394,1.280287455
9785,2014/03/31,38,16,27771,0.801857333
9786,2014/03/31,7,15,27059,0.8229528070000001
9787,2014/03/31,61,4,30398,0.732474505
9788,2014/03/31,21,23,34546,0.644519481
9789,2014/03/31,79,19,34664,0.642316236
9790,2014/03/31,58,4,30398,0.732362326
9791,2014/03/31,79,3,36696,0.606666667
9792,2014/03/31,20,14,28403,0.78377777
9793,2014/03/31,39,20,31912,0.6974887190000001
9794,2014/03/31,108,16,24803,0.897381365
9795,2014/03/31,147,22,33648,0.661349857
9796,2014/03/31,165,18,33858,0.657222222
9797,2014/03/31,1,11,28310,0.785979159
9798,2014/03/31,11,19,31763,0.7004832670000001
9799,2014/03/31,214,19,33076,0.672590096
9800,2014/03/31,131,14,32508,0.684285714
9801,2014/03/31,27,26,27814,0.799659164
9802,2014/03/31,81,17,20043,1.109695155
9803,2014/03/31,15,23,29101,0.7642892
9804,2014/03/31,11,18,32471,0.6849194670000001
9805,2014/03/31,22,25,30074,0.7394643209999999
9806,2014/03/31,26,26,31953,0.69596282
9807,2014/03/31,25,29,23088,0.963173077
9808,2014/03/31,167,23,39574,0.561917421
9809,2014/03/31,69,14,26846,0.8282697609999999
9810,2014/03/31,36,28,29413,0.75595077
9811,2014/03/31,3,37,34287,0.648462391
9812,2014/03/31,12,27,33761,0.658548325
9813,2014/03/31,113,11,15922,1.3962580080000002
9814,2014/03/31,13,30,49548,0.448660894
9815,2014/03/31,80,27,37964,0.585561058
9816,2014/03/31,283,18,32971,0.674235237
9817,2014/03/31,11,24,36748,0.604933058
9818,2014/03/31,26,15,29865,0.74433551
9819,2014/03/31,49,17,33427,0.664992072
9820,2014/03/31,17,18,32806,0.677579406
9821,2014/03/31,72,27,29350,0.757265077
9822,2014/03/31,31,27,28294,0.785501873
9823,2014/03/31,339,22,31696,0.701118438
9824,2014/03/31,24,18,29348,0.757197083
9825,2014/03/31,12,24,34007,0.6534451729999999
9826,2014/03/31,145,4,25391,0.8751711240000001
9827,2014/03/31,33,20,29969,0.741423805
9828,2014/03/31,113,20,31511,0.705108375
9829,2014/03/31,24,24,29214,0.760511741
9830,2014/03/31,77,9,21350,1.040618267
9831,2014/03/31,143,24,29976,0.741026154
9832,2014/03/31,24,22,28444,0.780846224
